the_geom,Borough,Feat_Type,OfficialNM,Honor_Name,Old_Name,ULURPCPNUM,Intro_NUM,Intro_Year,IntroMonth,Intro_Day,LL_NUM,LL_SEC,LL_Type,LLEffectDT,LL_Limits,Limits_ER,Repealed,Repeal_DT,Amended,Amend_DT,Amendt_TXT,AMDYRLLSEC
POINT (-74.00714249364195 40.61368504812071),Brooklyn,Intersection name,None,Karen Barone Way,None,none,0935,2012,9,24,048,17,Honorary,10/02/2012,At the intersection of 82nd Street and 15th Avenue,,No,,No,,,
POINT (-74.237360189564 40.513514112969794),Staten Island,Intersection name,None,"Thomas, Martin & William/SNEE CORNER/World War II Heroes",None,none,0935,2012,9,24,048,20,Honorary,10/02/2012,At the intersection of Joline Avenue and Amboy Road,,No,,No,,,
POINT (-73.89674299049896 40.88117310102886),Bronx,Intersection name,None,Howard E. Padernacht Place,None,none,0935,2012,9,24,048,21,Honorary,10/02/2012,At the southwest corner of Giles Place and Sedgwick Avenue,,No,,No,,,
POINT (-74.10755588226206 40.58073009588236),Staten Island,Intersection name,None,Kevin J. Walsh Way,None,none,0935,2012,9,24,048,27,Honorary,10/02/2012,At the intersection of Midland Avenue and North Railroad Avenue,,No,,No,,,
POINT (-74.08718195670575 40.58928688687033),Staten Island,Intersection name,None,Commissioner Richard J. Sheirer Way,None,none,0935,2012,9,24,048,28,Honorary,10/02/2012,At the intersection of Laconia Avenue and Atlantic Avenue,,No,,No,,,
POINT (-74.07781229331027 40.597284298566365),Staten Island,Intersection name,None,William J. Maguire Way,None,none,0935,2012,9,24,048,29,Honorary,10/02/2012,At the intersection of Kensington Avenue and Kramer Street,,No,,No,,,
POINT (-73.99181194629051 40.57326148575964),Brooklyn,Intersection name,None,P.O. Nicholas Panico and P.O. Robert Byrnes Way,None,none,0935,2012,9,24,048,30,Honorary,10/02/2012,On the southwest corner of West 25th Street and Surf Avenue,,No,,No,,,
POINT (-73.98207590148395 40.579032538386954),Brooklyn,Intersection name,None,Frank Pane Way,None,none,0935,2012,9,24,048,31,Honorary,10/02/2012,On the southwest corner of Neptune Avenue and Stilwell Avenue,,No,,No,,,
POINT (-73.88823687173827 40.854761526361244),Bronx,Intersection name,None,Police Officer Anthony DiGiovanna Way,None,none,0935,2012,9,24,048,33,Honorary,10/02/2012,at the intersection of Arthur Avenue and East 186th Street,,No,,No,,,
POINT (-74.1112482602475 40.62887488994318),Staten Island,Intersection name,None,District Attorney Bill Murphy Way,None,none,0935,2012,9,24,048,35,Honorary,10/02/2012,On the west side of Bement Avenue and Morrison Avenue,,No,,No,,,
POINT (-73.99475669641008 40.721396419146046),Manhattan,Intersection name,None,William and Sarah Richio Way,None,none,0935,2012,9,24,048,6,Honorary,10/02/2012,At the northwest corner of Elizabeth Street and Spring Street,,No,,No,,,
POINT (-73.8882015912542 40.74518361093268),Queens,Intersection name,None,Guillermo Vasquez Corner,None,none,0935,2012,9,24,048,11,Honorary,10/02/2012,At the southeast corner of 77th Street and Broadway,,No,,No,,,
POINT (-73.94029983584956 40.79381100040743),Manhattan,Intersection name,None,Petra Allende Way,None,none,0935,2012,9,24,048,23,Honorary,10/02/2012,Southwest and northeast corners of 2nd Avenue and 111th Street,,No,,No,,,
POINT (-73.93990740593314 40.79381861282008),Manhattan,Intersection name,None,Petra Allende Way,None,none,0935,2012,9,24,048,23,Honorary,10/02/2012,Southwest and northeast corners of 2nd Avenue and 111th Street,,No,,No,,,
POINT (-73.94402590593413 40.792179380510035),Manhattan,Intersection name,None,Marie Dickson Place,None,none,0935,2012,9,24,048,24,Honorary,10/02/2012,At the east side of East 107th Street and 3rd Avenue,,No,,No,,,
POINT (-74.00255019214173 40.733720968239474),Manhattan,Corner name,None,Wes Joice Corner,None,none,0474,1999,2,25,008,1,Honorary,03/11/1999,The Northeast corner of 7th Ave and Christopher St.,,No,,No,,,
POINT (-73.95000713237972 40.80706805537928),Manhattan,Intersection name,None,Hermena Rowe Street,None,none,1217,2013,12,19,154,1,Honorary,12/30/2013,"At the southwest corner of Adam Clayton Powell, Jr. Boulevard and 122nd Street",,No,,No,,,
POINT (-73.9019215225366 40.819354922292746),Bronx,Intersection name,None,Miguel Angel (Mike) Amadeo Way,None,none,1188,2013,11,14,131,1,Honorary,12/17/2013,At the southwest corner of Prospect Avenue and Westchester Avenue,,No,,No,,,
POINT (-74.0044193032169 40.65430911354635),Brooklyn,Intersection name,None,Captain Dennis Morales Way,None,none,1217,2013,12,19,154,2,Honorary,12/30/2013,At the intersection of 4th Avenue and 36th Street,,No,,No,,,
POINT (-73.92427980839541 40.807186717393655),Bronx,Intersection name,None,Private First Class Carlos James Lozada Place,None,none,1188,2013,11,14,131,2,Honorary,12/17/2013,At the intersection of Willis Avenue and East 135th Street,,No,,No,,,
POINT (-74.08158246429274 40.63003046822821),Staten Island,Corner name,None,Rev. Frederick Sutter and Rev. Carl Sutter Corner,None,none,0827,2000,10,31,068,2,Honorary,12/18/2001,the northeast corner of Beach Street and St. Paul's Avenue,,No,,No,,,
POINT (-73.93010884920312 40.83164091693367),Bronx,Intersection name,None,Yomo Toro Place,None,none,1045,2013,5,2,050,2,Honorary,07/01/2013,At the intersection of Ogden Avenue and West 162nd Street,,No,,No,,,
POINT (-73.92592785480805 40.827811554301555),Bronx,Intersection name,None,Rivera Avenue,None,none,1188,2013,11,14,131,3,Honorary,12/17/2013,At the intersection of 161st Street and River Avenue,,No,,No,,,
POINT (-74.0116111059392 40.64041592904183),Brooklyn,Intersection name,None,Subhi Widdi Way,None,none,1217,2013,12,19,154,3,Honorary,12/30/2013,At the intersection of 6th Avenue and 56th Street,,No,,No,,,
POINT (-73.90186936690759 40.750980669426625),Manhattan,Intersection name,None,P.O. Calabrese and P.O. Keegan Plaza,None,none,1188,2013,11,14,131,4,Honorary,12/17/2013,At the southeast corner of 60th Street and Broadway,,No,,No,,,
POINT (-73.98222511500806 40.78316017343921),Manhattan,Intersection name,None,Miles Davis Way,None,none,1188,2013,11,14,131,5,Honorary,12/17/2013,At the northwest corner of West 77th Street and West End Avenue,,No,,No,,,
POINT (-73.76758723713738 40.70105259260115),Queens,Intersection name,None,Arthur Hill Way,None,none,1045,2013,5,2,050,6,Honorary,07/01/2013,At the intersection of Illion Avenue and Hannibal Street,,No,,No,,,
POINT (-73.9949692633433 40.72062712147853),Manhattan,Intersection name,None,Janet Freeman Way,None,none,1188,2013,11,14,131,6,Honorary,12/17/2013,At the intersection of Elizabeth Street and Kenmare Street,,No,,No,,,
POINT (-73.95946787313778 40.594565490950814),Brooklyn,Intersection name,None,John E. Nikas Way,None,none,1217,2013,12,19,154,6,Honorary,12/30/2013,At the intersection of East 12th Street and Gravesend Neck Road,,No,,No,,,
POINT (-73.79357708696216 40.69975647133218),Queens,Intersection name,None,Rev. Carl and Mother Helen Baldwin Way,None,none,1045,2013,5,2,050,7,Honorary,07/01/2013,At the intersection of South Road and Guy R. Brewer Boulevard,,No,,No,,,
POINT (-73.78817249167332 40.69235600725286),Queens,Intersection name,None,Bishop Roderick R. Caesar Sr. Way,None,none,1188,2013,11,14,131,8,Honorary,12/17/2013,At the intersection of Guy R. Brewer Boulevard and 110th Road,,Yes,7/9/2014,No,,,
POINT (-73.78502885338195 40.71157072399692),Queens,Intersection name,None,Jefferson Diggs Way,None,none,1045,2013,5,2,050,8,Honorary,07/01/2013,At the intersection of 88th Avenue and 178th Street,,No,,No,,,
POINT (-73.7410016147188 40.69541008121985),Queens,Intersection name,None,Apostle John H. Boyd Sr. Way,None,none,1188,2013,11,14,131,9,Honorary,12/17/2013,At the intersection of 219th Street and Linden Boulevard,,No,,No,,,
POINT (-73.7410016147188 40.69541008121985),Queens,Intersection name,None,Rev. Dr. John H. Boyd Sr. Way,None,none,1045,2013,5,2,050,9,Honorary,07/01/2013,At the intersection of 219th Street and Linden Boulevard,,Yes,12/17/2013,No,,,
POINT (-73.75618741383589 40.70112202236261),Queens,Intersection name,None,Monsignor Robert R. McCourt Way,None,none,1045,2013,5,2,050,10,Honorary,07/01/2013,At the intersection of 199th Street and 113th Avenue,,No,,No,,,
POINT (-73.75170269005375 40.694597212066824),Queens,Intersection name,None,Reverend Lucile C. Hill Way,None,none,1188,2013,11,14,131,10,Honorary,12/17/2013,At the intersection of 201st Street and Linden Boulevard,,No,,No,,,
POINT (-74.01741151046075 40.603638788731594),Brooklyn,Intersection name,None,Thomas Joseph Sgroi A 9-11 Memorial Way,None,none,1103,2009,12,9,092,10,Honorary,12/28/2009,Northeast corner of 15th Avenue and 15th Street,,No,,No,,,
POINT (-73.75254233962762 40.69436209467565),Queens,Intersection name,None,Lucile Hill Way,None,none,1045,2013,5,2,050,11,Honorary,07/01/2013,At the intersection of 200th Street and Linden Boulevard,,Yes,12/17/2013,No,,,
POINT (-73.73981545222205 40.705300743950616),Queens,Intersection name,None,Rev. Charles W. Mixon Way,None,none,1188,2013,11,14,131,11,Honorary,12/17/2013,At the intersection of 112th Avenue and Springfield Boulevard,,Yes,7/9/2014,No,,,
POINT (-73.75495372734358 40.69358679935558),Queens,Intersection name,None,Dora Young Way,None,none,1188,2013,11,14,131,12,Honorary,12/17/2013,At the southeast corner of 197th Street and Linden Boulevard,,No,,No,,,
POINT (-73.85935390054988 40.74124409526723),Queens,Intersection name,None,Richard Italiano Corner,None,none,1045,2013,5,2,050,13,Honorary,07/01/2013,At the southwest corner of 102nd Street and Strong Avenue,,Yes,12/17/2013,No,,,
POINT (-73.88866398976127 40.76269168469194),Queens,Intersection name,None,Father Eugene F. Donnelly Corner,None,none,1045,2013,5,2,050,14,Honorary,07/01/2013,At the southwest corner of 80th Street and 25th Avenue,,No,,No,,,
POINT (-73.94499360646083 40.808446182905385),Manhattan,Intersection name,None,Sylvia P. Woods Way,None,none,1188,2013,11,14,131,15,Honorary,12/17/2013,At the intersection of West 126th Street and Malcolm X Boulevard,,No,,No,,,
POINT (-73.8552679155728 40.743938222345655),Queens,Intersection name,None,Anthony “Tony” Caminiti Way,None,none,1045,2013,5,2,050,16,Honorary,07/01/2013,At the intersection of 108th Street and 51st Avenue,,No,,No,,,
POINT (-74.0241534348184 40.625780414989414),Brooklyn,Intersection name,None,Charles Ahl Way,None,none,1045,2013,5,2,050,18,Honorary,07/01/2013,At the intersection of 80th Street and Fifth Avenue,,No,,No,,,
POINT (-73.93626016293594 40.81231515707287),Manhattan,Intersection name,None,Dr. John L.S. Holloman Way,None,none,1188,2013,11,14,131,18,Honorary,12/17/2013,At the northwest corner of 135th Street and Madison Avenue,,No,,No,,,
POINT (-73.93616181990933 40.81449596614135),Manhattan,Intersection name,None,Dr. Billy Taylor Way,None,none,1188,2013,11,14,131,19,Honorary,12/17/2013,At the southeast corner of 138th Street and Fifth Avenue,,No,,No,,,
POINT (-73.9452963317174 40.82839997671613),Manhattan,Intersection name,None,Firefighter James Ruane Way,None,none,1045,2013,5,2,050,20,Honorary,07/01/2013,the 500 block of West 150th Street,,No,,No,,,
POINT (-73.85921659444257 40.741485485237526),Queens,Intersection name,None,Richard Italiano Corner,None,none,1188,2013,11,14,131,21,Honorary,12/17/2013,At the northeast corner of 102nd Street and Strong Avenue,,No,,No,,,
POINT (-74.02566164215635 40.62214065419195),Brooklyn,Intersection name,None,Firefighter Michael G.Behette 9/11 Memorial Way,None,none,1188,2013,11,14,131,22,Honorary,12/17/2013,At the intersection of 85th Street and Fifth Avenue,,No,,No,,,
POINT (-73.83314710056474 40.76254970550506),Queens,Intersection name,None,Rev. Dr. Timothy P.Mitchell Way,None,none,1045,2013,5,2,050,22,Honorary,07/01/2013,At the southeast corner of Northern Boulevard and Prince Street,,No,,No,,,
POINT (-73.83199306402527 40.76270855253115),Queens,Intersection name,None,Daniel Carter Beard Memorial Square,None,none,1045,2013,5,2,050,23,Honorary,07/01/2013,At the southwest corner at the intersection of Northern Boulevard and Main Street,,Yes,7/9/2014,No,,,
POINT (-74.0238532933716 40.626514473418354),Brooklyn,Intersection name,None,John and Dorothy Maguire Way,None,none,1188,2013,11,14,131,23,Honorary,12/17/2013,At the intersection of 79th Street and Fifth Avenue,,No,,No,,,
POINT (-74.03700355449227 40.623319090612014),Brooklyn,Intersection name,None,Tom Kane Way,None,none,1188,2013,11,14,131,24,Honorary,12/17/2013,At the intersection of 88th Street and Colonial Road,,No,,No,,,
POINT (-74.15258759523695 40.54944740514848),Staten Island,Intersection name,None,Fr. Wissa Bessada Way,None,none,1188,2013,11,14,131,27,Honorary,12/17/2013,At the northeast corner of Lindenwood Road and Amboy Road,,No,,No,,,
POINT (-73.99934695849039 40.67227260157708),Brooklyn,Intersection name,None,Red Hook Heroes Run,None,none,0428,2010,11,29,003,27,Honorary,12/20/2010,At the intersection of Lorraine Street and Hamilton Avenue,,Yes,7/11/2011,No,,,
POINT (-74.18952990433027 40.55125500394916),Staten Island,Intersection name,None,Korean War Veterans Way,None,none,1188,2013,11,14,131,28,Honorary,12/17/2013,At the northeast corner of Vespa Avenue and Arden Avenue,,No,,No,,,
POINT (-74.23785401407099 40.4997591449508),Staten Island,Intersection name,None,Firefighter Peter J. Carroll Way,None,none,1188,2013,11,14,131,29,Honorary,12/17/2013,Aligned with the Surf Avenue sign on the northeast corner of Surf Avenue and Loretto Street,,No,,No,,,
POINT (-73.90796993462013 40.67009762925517),Brooklyn,Intersection name,None,Zurana Horton Way,None,none,1045,2013,5,2,050,29,Honorary,07/01/2013,At the intersection of Watkins Street and Pitkin Avenue,,No,,No,,,
POINT (-73.91880433230658 40.80826171609627),Manhattan,Intersection name,None,Naiesha (Nana) Pearson Place,None,none,0590,2011,6,14,047,30,Honorary,07/11/2011,At the intersection of East 139th Street and Brook Avenue,,No,,No,,,
POINT (-73.8463847827821 40.72188026370792),Queens,Intersection name,None,Emanuel and Adam Gold Plaza,None,none,1188,2013,11,14,131,31,Honorary,12/17/2013,At the intersection of 70th Avenue and Queens Boulevard,,No,,No,,,
POINT (-73.97285952057078 40.57613221350427),Brooklyn,Intersection name,None,Paul Podhaizer Way,None,none,1045,2013,5,2,050,31,Honorary,07/01/2013,At the northeast corner of Seabreeze Avenue and West 5th Street,,No,,No,,,
POINT (-73.95350690489549 40.74490059079296),Queens,Intersection name,None,Sal Anzalone Place,None,none,0746,2005,11,16,131,32,Honorary,12/29/2005,NW corner of 47th Road and Vernon Boulevard,,No,,No,,,
POINT (-73.93968997362636 40.80107377794732),Manhattan,Intersection name,None,Yolanda Sanchez Place,None,none,1188,2013,11,14,131,32,Honorary,12/17/2013,At the southeast corner of East 120th Street and Lexington Avenue,,No,,No,,,
POINT (-73.94523200318723 40.79696848543961),Manhattan,Intersection name,None,Charlie Palmieri Way,None,none,1188,2013,11,14,131,33,Honorary,12/17/2013,At the northwest corner of East 112th Street and Park Avenue,,No,,No,,,
POINT (-73.88242882479875 40.844981420687084),Bronx,Intersection name,None,Roselyn A. Johnson Way,None,none,1045,2013,5,2,050,34,Honorary,07/01/2013,At the intersection of East 180th Street and Honeywell Avenue,,No,,No,,,
POINT (-74.16851524993923 40.616684965764755),Staten Island,Intersection name,None,William Creech Vietnam Veteran Way,None,none,1188,2013,11,14,131,34,Honorary,12/17/2013,At the intersection of Felton Street and Lamberts Lane,,Yes,1/14/15,No,,,
POINT (-74.12749129843925 40.57978817836639),Staten Island,Intersection name,None,Herbert Ellis Smith “Smitty” Way,None,none,1188,2013,11,14,131,35,Honorary,12/17/2013,At the intersection of Rockland Avenue and Nevada Avenue,,No,,No,,,
POINT (-74.09592290513152 40.58653155057819),Staten Island,Intersection name,None,Joseph N. Esposito “Lighthouse Joe” Corner,None,none,1188,2013,11,14,131,36,Honorary,12/17/2013,At the intersection of Husson Street and Buel Avenue,,No,,No,,,
POINT (-74.1442752545855 40.63407837545454),Staten Island,Intersection name,None,Staff Sgt. Henry Cichon and Cpl. Stanley Cichon Way,None,none,0935,2012,9,24,048,36,Honorary,10/02/2012,At the southwest corner of Innis Street and John Street,,No,,No,,,
POINT (-73.90840635189417 40.87570688957211),Manhattan,Intersection name,None,Ted Corbitt Way,None,none,1045,2013,5,2,050,36,Honorary,07/01/2013,At the intersection of 228th Street and Broadway,,No,,No,,,
POINT (-74.08021844323963 40.644878314266855),Staten Island,Intersection name,None,Earlene Bethel-Sperling Way,None,none,0935,2012,9,24,048,37,Honorary,10/02/2012,At the northeast corner of St. Marks Place and Hamilton Avenue,,No,,No,,,
POINT (-74.0941568899045 40.59507391026911),Staten Island,Intersection name,None,Father Capodanno Place,None,none,1188,2013,11,14,131,37,Honorary,12/17/2013,At the intersection of Bank Place and Newberry Avenue,,No,,No,,,
POINT (-73.93423289678154 40.84613985757957),Manhattan,Intersection name,None,Sgt. Jose Enrique Ulloa Way,None,none,1045,2013,5,2,050,37,Honorary,07/01/2013,At the intersection of 177th Street and Audubon Avenue,,No,,No,,,
POINT (-74.08218729360232 40.60194100767015),Staten Island,Intersection name,None,"Edward A. Tierney, Sr.Corner",None,none,1188,2013,11,14,131,38,Honorary,12/17/2013,At the intersection of West Fingerboard Road and Clove Road,,No,,No,,,
POINT (-73.85524608614223 40.579974476800004),Queens,Intersection name,None,Lance Cpl. Michael D. Glover USMC Way,None,none,0935,2012,9,24,048,38,Honorary,10/02/2012,At the intersection of Beach Channel Drive and Beach 134th Street,,No,,No,,,
POINT (-73.86612130810357 40.850527222348646),Bronx,Intersection name,None,Ben and Dotty Abrams Way,None,none,0935,2012,9,24,048,39,Honorary,10/02/2012,"At the intersection of Holland Avenue, Antin Avenue and Bronxdale Avenue",,No,,No,,,
POINT (-74.11636336450111 40.56391563788292),Staten Island,Intersection name,None,Soccer Hall of Famer John “Jack” Hynes Way,None,none,1188,2013,11,14,131,39,Honorary,12/17/2013,At the intersection of Tysens Lane and Hylan Boulevard,,No,,No,,,
POINT (-74.0924251357124 40.63558181289506),Staten Island,Intersection name,None,Carmine Granito and William Smith Way,None,none,1045,2013,5,2,050,40,Honorary,07/01/2013,Underneath the Lafayette Avenue sign at the intersection of Brighton Avenue and Lafayette Avenue,,Yes,12/17/2013,No,,,
POINT (-74.15886368285958 40.58680535519612),Staten Island,Corner name,None,Marie Lukas Drive,None,none,0565,2003,9,30,062,40,Honorary,10/20/2003,the northeast corner of the intersection of Rockne Street and Nome Avenue,,No,,No,,,
POINT (-74.1378822093376 40.605785398527146),Staten Island,Intersection name,None,Paramedic Lt. David G. Restuccio Way,None,none,1188,2013,11,14,131,40,Honorary,12/17/2013,At the intersection of Sheraden Avenue and Westwood Avenue,,No,,No,,,
POINT (-73.91827897772893 40.78357457685307),Queens,Intersection name,None,The Honorable Gloria D’Amico Place,None,none,0935,2012,9,24,048,40,Honorary,10/02/2012,At the intersection of 21st Road and Shore Boulevard,,Yes,12/17/2013,No,,,
POINT (-73.91591250365364 40.74283898951039),Queens,Intersection name,None,Alejandro Nino Place,None,none,0935,2012,9,24,048,41,Honorary,10/02/2012,At the intersection of 49th Street and Queens Boulevard,,No,,No,,,
POINT (-74.0775177031966 40.627743132243445),Staten Island,Intersection name,None,Eden II Lane,None,none,1045,2013,5,2,050,41,Honorary,07/01/2013,Underneath the Beach Street sign at the intersection of Beach Street and Union Place,,No,,No,,,
POINT (-74.11417785379892 40.575369734027674),Staten Island,Intersection name,None,SSG Michael H. Ollis Way,None,none,1188,2013,11,14,131,41,Honorary,12/17/2013,At the intersection of Burbank Avenue and South Railroad Avenue,,No,,No,,,
POINT (-74.00321489458219 40.74416232205112),Manhattan,Intersection name,None,Brandon Romero Plaza,None,none,1188,2013,11,14,131,42,Honorary,12/17/2013,At the northwest corner of West 19th Street and Ninth Avenue,,No,,No,,,
POINT (-73.78570249157075 40.84513820723346),Bronx,Intersection name,None,Ed Sadler Way,None,none,1045,2013,5,2,050,42,Honorary,07/01/2013,At the intersection of East Schofield Street and City Island Avenue,,No,,No,,,
POINT (-73.98365374720187 40.603047114020605),Brooklyn,Intersection name,None,Firefighter William Tropea Way,None,none,1188,2013,11,14,131,43,Honorary,12/17/2013,At the northwest corner of West 11th Street and Highlawn Avenue,,No,,No,,,
POINT (-73.92410457597138 40.73984769150085),Queens,Intersection name,None,Carlo A. Lanzillotti Place,None,none,1045,2013,5,2,050,44,Honorary,07/01/2013,At the intersection of 41st Street and 48th Avenue,,No,,No,,,
POINT (-73.95172392774168 40.707806888310415),Brooklyn,Intersection name,None,John Mulhern Way,None,none,1188,2013,11,14,131,44,Honorary,12/17/2013,At the intersection of South 4th Street and Hewes Street,,No,,No,,,
POINT (-73.8863213690386 40.85481401748882),Bronx,Intersection name,None,Natale “Nat” Cerini Corner,None,none,1188,2013,11,14,131,45,Honorary,12/17/2013,At the southwest corner of Belmont Avenue and East 187th Street,,No,,No,,,
POINT (-73.94145316982798 40.74745010725142),Queens,Intersection name,None,Sculpture Street,None,none,1045,2013,5,2,050,45,Honorary,07/01/2013,At the intersection of Purves Street and Jackson Avenue,,No,,No,,,
POINT (-73.92055663546748 40.74337403609014),Queens,Intersection name,None,Sunnyside Gardens Arena Way,None,none,1045,2013,5,2,050,46,Honorary,07/01/2013,At the intersection of 44th Street and Queens Boulevard,,Yes,12/17/2013,No,,,
POINT (-74.08021340750749 40.631221173080895),Staten Island,Intersection name,None,Addison Branch Way,None,none,1188,2013,11,14,131,47,Honorary,12/17/2013,Underneath the St. Paul’s Avenue sign at the northeast corner of St. Paul’s Avenue and Taxter Place,,No,,No,,,
POINT (-73.92333827558288 40.74370035591773),Queens,Intersection name,None,Benjamin Wheeler Place,None,none,1045,2013,5,2,050,47,Honorary,07/01/2013,At the intersection of 41st Street and Queens Boulevard,,No,,No,,,
POINT (-73.90557924484605 40.74539135783827),Queens,Intersection name,None,Frank Carvill Place,None,none,0613,2005,4,12,043,47,Honorary,05/09/2005,Intersection of Woodside Avenue and 59th Street,,No,,No,,,
POINT (-73.9596060091252 40.71808078850268),Brooklyn,Intersection name,None,Mike Lee Corner,None,none,0877,2008,12,9,064,48,Honorary,12/29/2008,On the corner of North 6th Street and Berry Street,,Yes,12/28/2009,No,,,
POINT (-74.095493884506 40.64350762226995),Staten Island,Intersection name,None,William S. Klapach Way,None,none,1188,2013,11,14,131,48,Honorary,12/17/2013,At the northeast corner of Fillmore Street and Lafayette Avenue,,No,,No,,,
POINT (-73.91370658787086 40.74436457306623),Queens,Intersection name,None,Louis Rispoli Way,None,none,1045,2013,5,2,050,49,Honorary,07/01/2013,At the intersection of 51st Street and 43rd Avenue,,No,,No,,,
POINT (-74.12220154265542 40.611946548981834),Staten Island,Intersection name,None,"Major Walter M. Murphy, Jr. Way",None,none,1188,2013,11,14,131,49,Honorary,12/17/2013,At the southwest corner of Windsor Road and Manor Road,,No,,No,,,
POINT (-74.0924251357124 40.63558181289506),Staten Island,Intersection name,None,Carmine Granito and William Smith Way,None,none,1188,2013,11,14,131,50,Honorary,12/17/2013,Underneath the Brighton Avenue sign at the intersection of Brighton Avenue and Lafayette Avenue,,No,,No,,,
POINT (-73.95693253694425 40.71057624718165),Brooklyn,Intersection name,None,Al Christman Way,None,none,0457,2006,10,25,050,51,Honorary,12/05/2006,At the North-West Corner of 3rd Avenue Under the B.Q.E Extension,,No,,No,,,
POINT (-73.86940591517099 40.85895405662141),Bronx,Intersection name,None,Elias Karmon Way,None,none,1188,2013,11,14,131,51,Honorary,12/17/2013,At the northeast corner of Thwaites Place and Barker Avenue,,No,,No,,,
POINT (-73.94687439927596 40.626773667978554),Brooklyn,Intersection name,None,Yoseph Robinson Avenue,None,none,1045,2013,5,2,050,51,Honorary,07/01/2013,At the intersection of Avenue J and Nostrand Avenue,,No,,No,,,
POINT (-73.93898089419811 40.64153791513971),Brooklyn,Intersection name,None,Christopher Rose Way,None,none,1045,2013,5,2,050,52,Honorary,07/01/2013,At the intersection of Avenue D and East 40th Street,,No,,No,,,
POINT (-73.91908749744707 40.78306131106658),Queens,Intersection name,None,The Honorable Gloria D’Amico Place,None,none,1188,2013,11,14,131,52,Honorary,12/17/2013,At the intersection of 21st Drive and Shore Boulevard,,No,,No,,,
POINT (-73.91962926659713 40.743265034648964),Queens,Intersection name,None,Sunnyside Gardens Arena Way,None,none,1188,2013,11,14,131,53,Honorary,12/17/2013,At the intersection of 45th Street and Queens Boulevard,,Yes,1/14/15,No,,,
POINT (-73.90368742646737 40.744914404680934),Queens,Intersection name,None,Walter McCaffrey Place,None,none,1188,2013,11,14,131,54,Honorary,12/17/2013,At the intersection of 61st Street and Woodside Avenue,,No,,No,,,
POINT (-73.92164748148522 40.678870546757096),Brooklyn,Plaza name,None,Chief Charles A. Joshua Plaza,None,none,0564,1999,6,7,060,11,Honorary,12/04/2001,"the intersection of Fulton Street, Ralph Avenue and MacDougal Street",,No,,No,,,
POINT (-73.86559886861916 40.90192346597998),Bronx,Square name,None,"Msgr., John J. Considine Square",None,none,0564,1999,6,7,060,10,Honorary,12/04/2001,the intersection of East 241st Street and Martha Avenue,,No,,No,,,
POINT (-74.02748855964504 40.61698424479974),Brooklyn,Plaza name,None,Donna and Michele Blanchard Plaza,None,none,0757,2000,5,24,071,3,Honorary,12/26/2001,the intersection of 92nd Street and Fort Hamilton Parkway,,No,,No,,,
POINT (-73.89651800818272 40.72612041146425),Queens,Plaza name,None,Plaza of Heroes,None,none,0757,2000,5,24,071,10,Honorary,12/26/2001,the intersection of Perry Avenue and 68th Street,,No,,No,,,
POINT (-74.11133607572826 40.62972984806146),Staten Island,Corner name,None,Edward R. Stanzione Place,None,none,0281,2004,3,10,008,25,Honorary,05/05/2004,the northwest corner of the intersection of Forest Avenue and Bement Avenue,,No,,No,,,
POINT (-73.7872433384221 40.59482412028746),Brooklyn,Intersection name,57th Street and Beach Channel Drive,Goldie M. Maple Way,none,none,0289,2006,4,26,013,53,Honorary,05/23/2006,Between Almeda Avenue and Shore Front Parkway,Error: It should be the intersection of Beach 57th Street and Beach Channel Dr,No,,No,,,
POINT (-73.90305158391344 40.80988983013488),Bronx,Intersection name,None,Police Officer Kenneth Mahon Place,None,none,0428,2010,11,29,003,3,Honorary,12/20/2010,At the intersection of East 147th Street and Bruckner Boulevard,Error: It should be at the intersection of 147th Street and Southern Blvd,Yes,7/11/2011,No,,,
POINT (-73.95458509643996 40.820769224559264),Manhattan,Intersection name,West 136th Street,Ricardo A. Perez Place,none,none,0590,2011,6,14,047,22,Honorary,07/11/2011,Between Broadway and Hamilton Place,Error: it's the intersection of 136th street and Broadway,No,,No,,,
POINT (-74.16937166374859 40.54889834579127),Staten Island,Intersection name,None,Gaetano Vincent Mangano Street,None,none,0457,2006,10,25,050,41,Honorary,12/05/2006,On the Corner of Wainwright Street and Pompei Avenue,Error: It's the intersection of Memphis ave and  Wainwright Street,No,,No,,,
POINT (-74.08247058756541 40.633468192759025),Staten Island,Intersection name,None,"NYS Senator 1956-2006, Hon. John J. Marchi Way",None,none,1103,2009,12,9,092,29,Honorary,12/28/2009,At the intersection of Nixon Avenue and Ward Avenue,,No,,No,,,
POINT (-73.90394580426879 40.851525760719674),Bronx,Intersection name,Bush Street,Reverend Jessie Woodhouse Place,none,none,0877,2008,12,9,064,4,Honorary,12/29/2008,On the corner of the Grand Concourse between 179th Street and East Burnside Avenue,Error: it's the southeast corner of the intersection of Bush street and Grand Concourse,No,,No,,,
POINT (-73.97398781299357 40.59679558901535),Brooklyn,Corner name,None,Edward H. Alleva Sr. Corner,None,none,0471,2004,10,13,063,78,Honorary,12/21/2004,the southeast corner of the intersection of Avenue U and Lake Street,,No,,No,,,
POINT (-74.13779444935689 40.62748235006016),Staten Island,Corner name,None,Susan Clancy Conlon Way,None,none,0318,2002,12,4,006,45,Honorary,01/07/2003,the northeast corner of the intersection of Cornell Street and Decker Avenue,,No,,No,,,
