the_geom,Borough,Feat_Type,OfficialNM,Honor_Name,Old_Name,ULURPCPNUM,Intro_NUM,Intro_Year,IntroMonth,Intro_Day,LL_NUM,LL_SEC,LL_Type,LLEffectDT,LL_Limits,Limits_ER,Repealed,Repeal_DT,Amended,Amend_DT,Amendt_TXT,AMDYRLLSEC
POINT (-74.1406110039855 40.62975144193387),Staten Island,Corner name,None,Troy Nilsen Way,None,none,0318,2002,12,4,006,53,Honorary,01/07/2003,the northwest corner of the intersection of Walker Street and Port Richmond Avenue,,No,,No,,,
POINT (-74.08093573771448 40.61777268858418),Staten Island,Corner name,None,Rev. Hattie Smith-Davis Place,None,none,0471,2004,10,13,063,56,Honorary,12/21/2004,the southeast corner of the intersection of Osgood Avenue and Vanderbilt Avenue,,No,,No,,,
POINT (-74.10143609029454 40.5970914828723),Staten Island,Corner name,None,Paul V. Barbaro Way,None,none,0318,2002,12,4,006,67,Honorary,01/07/2003,the northeast corner of the intersection of Chapin Avenue and Ridge Avenue,,No,,No,,,
POINT (-74.15008143460886 40.53782952291153),Staten Island,Corner name,None,Walter A. Matuza Place,None,none,0343,2003,1,8,015,9,Honorary,02/18/2003,the northwest corner of the intersection of Armstrong Avenue and Hylan Boulevard,,No,,No,,,
POINT (-74.08217281738257 40.6211032700055),Staten Island,Corner name,None,Sandra Conaty Brace Way,None,none,0437,2003,4,30,034,28,Honorary,06/03/2003,the east corner of the intersection of Fulton Street and Warren Street,,No,,No,,,
POINT (-74.11011391844544 40.62995222072561),Staten Island,Corner name,None,Firefighter Stephen G. Siller Way,None,none,0437,2003,4,30,034,27,Honorary,06/03/2003,the northeast corner of the intersection of Oakland Avenue and Forest Avenue,,No,,No,,,
POINT (-74.16816642765419 40.55261607360016),Staten Island,Corner name,None,Firefighter Michael J. Gorumba Place,None,none,0342,2003,1,8,014,11,Honorary,02/18/2003,the northeast corner of the intersection of Genessee Avenue and Richmond Avenue,Error: it's the southwest corner,No,,No,,,
POINT (-73.98491382563091 40.71371697949693),Manhattan,Corner name,None,Paul Ramos Way,None,none,0342,2003,1,8,014,35,Honorary,02/18/2003,the southeast corner of the intersection of Montgomery Street and Henry Street,,No,,No,,,
POINT (-74.00454671965107 40.61291802439991),Brooklyn,Intersection name,None,Cpl. Joseph Basile Way,None,none,0289,2006,4,26,013,5,Honorary,05/23/2006,Southwest corner of 81st Street and 16th Avenue,,No,,No,,,
POINT (-73.98489458403341 40.758594448294204),Manhattan,Intersection name,None,Actors Equity Corner,None,none,0289,2006,4,26,013,47,Honorary,05/23/2006,Northeast corner of 46th Street and 7th Avenue,,Yes,7/11/2006,No,,,
POINT (-73.93702784750607 40.842314187715715),Manhattan,Corner name,None,171st Street,None,none,0457,2006,10,25,050,17,Honorary,12/05/2006,On the Corner of Audubon Avenue,,No,,No,,,
POINT (-73.97207385868163 40.757106315089054),Manhattan,Corner name,None,Bernard H. Mendik Corner,None,none,0984,2001,0,0,063,1,Honorary,12/04/2001,the southwest corner of Lexington Avenue and East 51st Street,,No,,No,,,
POINT (-73.91545589181973 40.766182354391724),Queens,Corner name,None,St. Rocco's Place,None,none,0982,2001,0,0,062,1,Honorary,12/04/2001,southwest corner of 37th Street and 28th Avenue,,No,,No,,,
POINT (-74.13170046434243 40.60547309331595),Staten Island,Corner name,None,C.O. George Motchan Corner,None,none,0914,2001,0,0,056,1,Honorary,09/06/2001,Southeast corner of Bradley Avenue and Westwood Avenue,,No,,No,,,
POINT (-73.83054488102725 40.713606103353534),Queens,Corner name,None,Joseph W. Queen Corner,None,none,0895,2001,0,0,033,1,Honorary,06/8/2001,the southwest corner of 80th Road and Kew Gardens Road,,No,,No,,,
POINT (-73.9473214784893 40.823326135539055),Manhattan,Corner name,None,W. Haywood Burns Corner,None,none,0722,2000,0,0,034,1,Honorary,06/20/2000,Southwest corner of Convent Avenue and West 143rd Street,,No,,No,,,
POINT (-73.8496141342578 40.841215805146554),Bronx,Corner name,None,Louis Tuzzio Corner,None,none,0661,1999,0,0,037,1,Honorary,06/29/2000,Northeast corner of Maclay Avenue and Seddon Street,,No,,No,,,
POINT (-73.81725990900338 40.8391735739583),Bronx,Corner name,None,Maude Steiner Corner,None,none,0660,1999,0,0,008,1,Honorary,02/26/2001,Southeast corner of Campbell Drive and Agar Place.,,No,,No,,,
POINT (-73.98137143301355 40.75281385672669),Manhattan,Corner name,None,John Bigelow Plaza,None,none,0622,1999,0,0,049,1,Honorary,08/08/2001,the corner of 41st Street and 5th Avenue.,,No,,No,,,
POINT (-73.88809878439419 40.749265569929435),Queens,Corner name,None,Julio Rivera Corner,None,none,0613,1999,0,0,020,1,Honorary,04/17/2000,the southwest corner of 78th Street and 37th Avenue,,No,,No,,,
POINT (-73.84711752740174 40.728408472056195),Queens,Corner name,None,Holocaust Memorial Corners,None,none,0612,1999,0,0,062,1,Honorary,10/18/1999,the southeast and northeast corners of the intersection at 108th Street and 67th Road,,No,,No,,,
POINT (-73.84704586859803 40.72825158908183),Queens,Corner name,None,Holocaust Memorial Corners,None,none,0612,1999,0,0,062,1,Honorary,10/18/1999,the southeast and northeast corners of the intersection at 108th Street and 67th Road,,No,,No,,,
POINT (-73.9817572524051 40.69003181736627),Brooklyn,Corner name,None,Harry Rosen Way-Cheesecake Corner,None,none,0506,1999,0,0,005,1,Honorary,02/01/1999,the northwest corner of Flatbush Avenue and Dekalb Avenue,,No,,No,,,
POINT (-74.00255019214173 40.733720968239474),Manhattan,Corner name,None,Wes Joice Corner,None,none,0474,1998,0,0,008,1,Honorary,03/11/1999,the Northeast corner of 7th Avenue and Christopher Street,,No,,No,,,
POINT (-73.86149672946777 40.83060354186649),Bronx,Intersection name,None,Reverend Wesley G. Janzen Place,None,none,0397,1998,0,0,018,1,Honorary,05/18/1999,Northeast corner at the intersection of White Plains Road and Gleason Avenue,,No,,No,,,
POINT (-73.94994632615354 40.590724214888404),Brooklyn,Corner name,None,Firemen's Corner,None,none,0396,1998,0,0,055,1,Honorary,11/10/1998,the northwest corner at the intersection of Avenue Y and Ocean Avenue,,No,,No,,,
POINT (-73.82515883906107 40.83461447170666),Bronx,Plaza name,None,Dr. Catherine Raschke Plaza,None,none,0362,1998,0,0,002,1,Honorary,02/01/1999,the Corner of Hollywood Avenue and Bruckner Boulevard Service Road South,,No,,No,,,
POINT (-73.84865998511982 40.8736114846197),Bronx,Intersection name,None,Linton J. Cummings Square,None,none,0342,1998,0,0,053,1,Honorary,11/10/1998,Intersection of Givans and Fish Avenues,,No,,No,,,
POINT (-73.90604059107746 40.87688605961416),Bronx,Corner name,None,Marie Smith Urban Street,None,none,0336,1998,0,0,050,1,Honorary,11/10/1998,the southeast corner of Exterior Street and West 230th Street,,No,,No,,,
POINT (-73.95203057553788 40.81895767368286),Manhattan,Corner name,None,Vinegar Hill Corner,None,none,0296,1998,9,17,044,1,Honorary,10/07/1998,the northeast corner at the intersection of West 135th Street and Amsterdam Avenue,,No,,No,,,
POINT (-74.00116908638844 40.68067530401225),Brooklyn,Corner name,None,"Erasmus ""Mike"" Napolitano Corner",None,none,0162,1998,0,0,032,1,Honorary,07/13/1998,the southwest corner at the intersection of Woodhull Street and Henry Street,,No,,No,,,
POINT (-73.98800768636531 40.628800149460595),Brooklyn,Square name,None,Zichron Kedoshim Square,None,none,0020,1998,0,0,028,1,Honorary,07/13/1998,the intersection of 53rd Street and 16th Avenue,,No,,No,,,
POINT (-73.93351310759819 40.60834345590784),Brooklyn,Triangle name,None,Firefighter Christopher Bopp Memorial Triangle,None,none,0670,1999,0,0,007,1,Honorary,02/22/2000,The triangle at the intersection of Avenue S and East 33 Street,,No,,No,,,
POINT (-73.89901798734294 40.821846359793405),Bronx,Intersection name,None,"Rev. Dr. Shellie Sampson, Jr. Way",None,none,388,2014,6,25,034,1,Honorary,07/09/2014,At the northernmost intersection of 163rd Street and Rev. James Polite Avenue,,No,,No,,,
POINT (-73.89631315756391 40.867038575088586),Bronx,Intersection name,None,El Grito de Lares,None,none,388,2014,6,25,034,5,Honorary,07/09/2014,At the intersection of Kingsbridge Road and Morris Avenue,,No,,No,,,
POINT (-73.9857192783476 40.71800758303502),Manhattan,Intersection name,None,Dashane Santana Way,None,none,388,2014,6,25,034,6,Honorary,07/09/2014,North side of the intersection of Clinton Street and Delancey Street,,No,,No,,,
POINT (-73.94172962923224 40.57797409639149),Brooklyn,Intersection name,None,Ed Eisenberg Way,None,none,388,2014,6,25,034,7,Honorary,07/09/2014,At the southwest corner of Kensington Street and Oriental Boulevard,,No,,No,,,
POINT (-73.86928799777574 40.7452419117261),Queens,Intersection name,None,P. O. Robert M. Ehmer Place,None,none,388,2014,6,25,034,11,Honorary,07/09/2014,At the intersection of 95th Street and 43rd Avenue,,No,,No,,,
POINT (-73.8642624886931 40.754917891102394),Queens,Intersection name,None,"Professor William H. Pease, Jr. Way",None,none,388,2014,6,25,034,12,Honorary,07/09/2014,At the intersection of 104th Street and 35th Avenue,,No,,No,,,
POINT (-73.99081211498556 40.60847499368126),Brooklyn,Intersection name,None,Angelo “Chubby” Campanella Way,None,none,388,2014,6,25,034,14,Honorary,07/09/2014,At the northwest corner of 77th Street and 21st Avenue,,Yes,1/14/2015,No,,,
POINT (-74.13791803307242 40.55010136973686),Staten Island,Intersection name,None,"NYPD Sgt. Peter J. McPolin, Jr. Way",None,none,388,2014,6,25,034,16,Honorary,07/09/2014,At the northeast corner of Keegans Lane and Greencroft Avenue underneath the Giffords Lane street sign,,No,,No,,,
POINT (-74.00482189498486 40.73458533185796),Manhattan,Intersection name,None,Police Officer Brian Murray Way,None,none,388,2014,6,25,034,17,Honorary,07/09/2014,At the southwest corner of Bleeker Street and Charles Street,,No,,No,,,
POINT (-73.99488059387889 40.7601671991397),Manhattan,Intersection name,None,Stan Brooks Way,None,none,388,2014,6,25,034,18,Honorary,07/09/2014,At the southeast corner of 43rd Street and 10th Avenue,,No,,No,,,
POINT (-73.99878561207858 40.75023880431998),Manhattan,Intersection name,None,Phyllis Gonzalez Way,None,none,388,2014,6,25,034,19,Honorary,07/09/2014,At the southwest corner of 29th Street and 9th Avenue,,No,,No,,,
POINT (-73.8312494368001 40.76312969672058),Queens,Intersection name,None,Daniel Carter Beard Memorial Square,None,none,388,2014,6,25,034,21,Honorary,07/09/2014,At the intersection of Farrington Street and Northern Boulevard,,No,,No,,,
POINT (-73.84994464953738 40.733607050388535),Queens,Intersection name,None,Sergei Dovlatov Way,None,none,388,2014,6,25,034,22,Honorary,07/09/2014,At the intersection of 63rd Drive and 108th Street,,No,,No,,,
POINT (-73.96389877924555 40.808002746612345),Manhattan,Intersection name,None,Barnard College 125th Year Anniversary,None,none,388,2014,6,25,034,25,Honorary,07/09/2014,At the intersection of 116th Street and Broadway,,Yes,1/14/2015,No,,,
POINT (-73.9450085667488 40.78682479844757),Manhattan,Intersection name,None,Revs. Norm and Peg Eddy Way,None,none,388,2014,6,25,034,27,Honorary,07/09/2014,At the northeast and southeast corners of 100th Street and 2nd Avenue,,No,,No,,,
POINT (-73.94511832965186 40.78667433469319),Manhattan,Intersection name,None,Revs. Norm and Peg Eddy Way,None,none,388,2014,6,25,034,27,Honorary,07/09/2014,At the northeast and southeast corners of 100th Street and 2nd Avenue,,No,,No,,,
POINT (-74.14762041386453 40.585019469116624),Staten Island,Intersection name,None,Simeonette Mapes Way,None,none,388,2014,6,25,034,28,Honorary,07/09/2014,At the intersection of Forest Hill Road and Travis Avenue,,No,,No,,,
POINT (-73.98193054319309 40.719458652869555),Manhattan,Intersection name,None,Marie Christopher Way,None,none,388,2014,6,25,034,30,Honorary,07/09/2014,At the intersection of Stanton Street and Pitt Street,,No,,No,,,
POINT (-73.7403321921273 40.70389515251164),Queens,Intersection name,None,Rev. Charlie W. Mixon Way,None,none,388,2014,6,25,034,31,Honorary,07/09/2014,At both intersections of Springfield Boulevard and 113th Avenue,,No,,No,,,
POINT (-73.7402408484605 40.704145254619725),Queens,Intersection name,None,Rev. Charlie W. Mixon Way,None,none,388,2014,6,25,034,31,Honorary,07/09/2014,At both intersections of Springfield Boulevard and 113th Avenue,,No,,No,,,
POINT (-73.78893104095134 40.69339783858373),Queens,Intersection name,None,Bishop Roderick R. Caesar Sr. Way,None,none,388,2014,6,25,034,32,Honorary,07/09/2014,At the intersection of Guy R. Brewer Boulevard and 110th Avenue,,No,,No,,,
POINT (-74.12460507156489 40.63746613606154),Staten Island,Intersection name,None,Kenneth Cubas Way,None,none,388,2014,6,25,034,37,Honorary,07/09/2014,At the intersection of Dongan Street and Richmond Terrace,,No,,No,,,
POINT (-73.78983443276329 40.85328751788989),Bronx,Intersection name,None,Commander William G. Clancy Lane,None,none,388,2014,6,25,034,39,Honorary,07/09/2014,At the northeast corner of City Island Avenue and Cross Street,,No,,No,,,
POINT (-73.76986061767523 40.761574121103315),Queens,Intersection name,None,Benjamin Fried Boulevard,None,none,388,2014,6,25,034,40,Honorary,07/09/2014,At the northeast corner of Bell Boulevard and 43rd Avenue,,Yes,1/14/2015,No,,,
POINT (-73.80229185757618 40.694530362186825),Queens,Intersection name,None,Major Fred O. “Blue Eagle” Wilson Square,None,none,388,2014,6,25,034,43,Honorary,07/09/2014,At the southwest corner of Tuskegee Airmen Way and Sutphin Boulevard,,No,,No,,,
POINT (-73.80194876396905 40.6945538079236),Queens,Intersection name,None,2nd Lt. Victor Terrelonge Corner,None,none,388,2014,6,25,034,44,Honorary,07/09/2014,At the northeast corner of Tuskegee Airmen Way and Sutphin Boulevard,,No,,No,,,
POINT (-73.80113901180293 40.69552650674798),Queens,Intersection name,None,2nd Lt. Haldane King Corner,None,none,388,2014,6,25,034,45,Honorary,07/09/2014,At the northeast corner of Tuskegee Airmen Way and 150th Street,,No,,No,,,
POINT (-73.80040153810079 40.695816115346496),Queens,Intersection name,None,2nd Lt. William M. “Wild Bill” Wheeler Way,None,none,388,2014,6,25,034,46,Honorary,07/09/2014,At the southeast corner of Tuskegee Airmen Way and 153rd Street,,No,,No,,,
POINT (-73.79985641446585 40.69621574109455),Queens,Intersection name,None,"General Benjamin Oliver Davis, Jr. Blvd.",None,none,388,2014,6,25,034,47,Honorary,07/09/2014,At the southwest corner of Tuskegee Airmen Way and 154th  Street,,No,,No,,,
POINT (-73.79990567191973 40.69643714988186),Queens,Intersection name,None,99th Flying Training Squadron Drive,None,none,388,2014,6,25,034,48,Honorary,07/09/2014,At the north corner of Tuskegee Airmen Way and 154th Street,,No,,No,,,
POINT (-73.79854640132629 40.69746653270584),Queens,Intersection name,None,761st Tank Battalion Avenue,None,none,388,2014,6,25,034,49,Honorary,07/09/2014,At the north corner of Tuskegee Airmen Way and 156th Street,,No,,No,,,
POINT (-73.79772047066243 40.697962957960044),Queens,Intersection name,None,555th Parachute Infantry Battalion Lane,None,none,388,2014,6,25,034,50,Honorary,07/09/2014,At the southeast corner of Tuskegee Airmen Way and 157th Street,,No,,No,,,
POINT (-73.79449920925344 40.69938577665863),Queens,Intersection name,None,332nd Fighter Group Corner,None,none,388,2014,6,25,034,51,Honorary,07/09/2014,At the intersection of Union Hall Street and Tuskegee Airmen Way,,No,,No,,,
POINT (-73.79572173745652 40.699014734669426),Queens,Intersection name,None,Buffalo Soldiers Square,None,none,388,2014,6,25,034,52,Honorary,07/09/2014,At the intersection of Tuskegee Airmen Way and 160th Street,,No,,No,,,
POINT (-73.7964888560862 40.698557769503395),Queens,Intersection name,None,26th Regiment United States Colored Troops Drive,None,none,388,2014,6,25,034,53,Honorary,07/09/2014,At the southwest corner of Tuskegee Airmen Way and 159th Street,,No,,No,,,
POINT (-73.79654984653763 40.69880425364123),Queens,Intersection name,None,369th Infantry Regiment “Harlem Hellfighters” Lane,None,none,388,2014,6,25,034,54,Honorary,07/09/2014,At the north corner of Tuskegee Airmen Way and 159th Street,,No,,No,,,
POINT (-73.7957085763882 40.699138781515316),Queens,Intersection name,None,2nd Lt. August Harvey Martin Street,None,none,388,2014,6,25,034,55,Honorary,07/09/2014,At the north corner of Tuskegee Airmen Way and 160th Street,,No,,No,,,
POINT (-73.80136395589396 40.695492518048496),Queens,Intersection name,None,2nd Lt. Samuel Lynn Corner,None,none,388,2014,6,25,034,56,Honorary,07/09/2014,At the northwest corner of Tuskegee Airmen Way and 148th Street,,No,,No,,,
POINT (-73.7991924175058 40.69671181816909),Queens,Intersection name,None,92nd Infantry Division Avenue,None,none,388,2014,6,25,034,57,Honorary,07/09/2014,At the southwest corner of Tuskegee Airmen Way and 155th Street,,No,,No,,,
POINT (-73.79855074580269 40.697312299240224),Queens,Intersection name,None,452nd Anti-Aircraft Drive,None,none,388,2014,6,25,034,58,Honorary,07/09/2014,At the southwest corner of Tuskegee Airmen Way and 156th Street,,No,,No,,,
POINT (-73.80107990336627 40.695332566059456),Queens,Intersection name,None,2nd Lt. Harry A. Sheppard Corner,None,none,388,2014,6,25,034,59,Honorary,07/09/2014,At the southeast corner of Tuskegee Airmen Way and 150th Street,,No,,No,,,
POINT (-73.79372320387789 40.6997964892153),Queens,Intersection name,None,Cathay Williams Blvd.,None,none,388,2014,6,25,034,60,Honorary,07/09/2014,On the northwest and southwest corners of Tuskegee Airmen Way and Guy R. Brewer Boulevard,,No,,No,,,
